,beanChargeTemperature,beanDropTemperature,drumChargeTemperature,drumDropTemperature,preheatTemperature,roastStartIndex,roastEndIndex,totalRoastTime,indexFirstCrackStart,indexFirstCrackEnd,indexYellowingStart,weightGreen,weightRoasted,weightLostPercent,deltaTemp,roastNumber,sampleRate,firmware,missingSeconds,dateTime,roastName,comments,updatedAt,ambient,humidity,rating,beanId,indexTurningPoint,ibtsTurningPointTemp,index165PT,turningPointTime
12,132.6,182.5,230.5,204.1,230,0,1142,9.466666666666667,922.0,0,506,488,427.0,12.5,,27,2,562,[],2020-09-10 01:45:25.235,#17 Ethiopia Limu Musa  Soak 9/9/20,"This is another weird experiment.  First tried and the roast temp peaked at ~10ROR and plummeted... did not yellow after 8-9 mins..I think the Power was malfunctioning. call it a super long soak.  Then I cooled and pre-heated again to 230 and roasted on mostly 9 with increasing the fan speed.  Seemingly good results wtih 1C ~8 ROR. Used a dip in Power here and bought it back up to avoid a crash. Finished at 204 (although wish I was higher and 5 deg ROR at 18% DEV.  Nice taste after roasting, slightly tingy metalic smell?",,76.0,67.0,2,ee917c80-02a3-43d0-b91c-380b2ac6761b,105.0,83.3,505.0,0.875
13,130.2,191.4,216.1,210.3,215,0,1156,9.6,924.0,0,540,490,425.0,13.26530612244898,,28,2,562,[],2020-09-20 17:22:20.630,#18 Eithopian DP Shakios Korommii with sm new DP mix,The roast temp was higher than expected mid roast but I feel it was well modulated with significant and pre-emptive increases in fan speed as well as a temp dip at 1C,,67.0,28.0,3,3105b557-916f-40b6-bec1-59f17c2a8fd7,108.0,83.2,540.0,0.9
14,138.7,186.7,216.3,205.7,215,0,1149,9.533333333333333,902.0,0,520,490,425.0,13.26530612244898,,29,2,562,[],2020-09-30 01:27:20.993,#19 Etihopia Limu,Good roast with short to no soak.  had ~80g of washed eithopian in there which may have been early 1C aspect(?) ,,56.0,90.0,3,ee917c80-02a3-43d0-b91c-380b2ac6761b,119.0,82.4,520.0,0.9916666666666667
15,129.5,190.2,216.3,202.5,215,0,1090,9.033333333333333,914.0,0,540,500,440.0,12.0,,30,2,562,[],2020-10-01 20:53:43.994,#20 Ethiopia Limu - Fan Rubbing,Fan was rubbing in the back causing a late spike in heat and problematic ,,63.0,41.0,2,ee917c80-02a3-43d0-b91c-380b2ac6761b,116.0,81.0,537.0,0.9666666666666667
16,126.1,181.9,201.9,203.0,202,0,1414,11.75,1216.0,0,734,500,435.0,13.0,,30,2,562,[],2020-10-01 21:44:41.816,#21 Ethiopia Genji Challa,"Says 230 PH but maybe only 200, slow Turning Point and quick drop on P7, probably several things on the low end of what is needed. I tried to bring this below my typical but this felt too long.  Marcelle's HBD batch ",,62.0,42.0,3,9e7d2b7e-1f51-4baf-bc3c-5b061d91acd8,113.0,73.7,730.0,0.9416666666666667
17,137.7,183.5,222.8,201.5,220,0,1355,11.25,1134.0,0,590,490,422.0,13.877551020408163,,32,2,562,[],2020-10-04 23:52:55.556,#22 Ethiopia Gengi Challa DP,"220 charge was higher than previous turning point. steady decline resulted in a bit of necessary lateral movement to get thru 1C without dropping hard and stalling at end, actually did a little end shuffle where I didn't drop but turned it to cool and back to on at the end for another 20-30 sec. ",,58.0,77.0,3,9e7d2b7e-1f51-4baf-bc3c-5b061d91acd8,110.0,81.7,591.0,0.9166666666666666
18,133.2,183.1,223.1,204.1,220,0,1282,10.633333333333333,1040.0,1266,596,490,423.0,13.673469387755102,,33,2,562,[],2020-10-09 01:35:40.600,#22 Guat Xinabajul Chchu - typical,"Typical, sorta poorly controlled and ending mottled and past 'very light'   could not get a strong ROR ending finish without crashing",,54.0,62.0,2,c0ce6a21-1edf-442b-a721-b295b5c20956,118.0,80.3,596.0,0.9833333333333333
19,129.3,181.7,217.7,204.5,215,0,1432,11.883333333333333,1156.0,0,684,490,420.0,14.285714285714286,,34,2,562,[],2020-10-22 01:27:27.486,#23 PNG Barioda Estate 1,Well (self) managed declining ROR with minimal input except for around 1C and TD. Next time go a little longer,,69.0,85.0,3,e909f88b-4e94-4791-83e8-59fad3713332,115.0,78.3,683.0,0.9583333333333334
20,132.8,181.2,217.6,205.0,215,0,1469,12.2,1090.0,1422,640,490,416.0,15.10204081632653,,34,2,562,,2020-10-22 01:49:43.369,#24 PNG Barioda Estate 2nd Actual,Just a hair darker with some on-the-fly adjustments to keep this medium roast going 25 seconds longer than the previous. Taste will tell,,67.0,85.0,3,e909f88b-4e94-4791-83e8-59fad3713332,120.0,79.0,641.0,1.0
21,119.0,181.3,202.7,201.2,200,0,1362,11.3,1128.0,0,692,490,429.0,12.448979591836734,,36,2,562,[],2020-10-23 00:57:29.858,# 25 Kenya Mix 350/140,Felt like low charge temp maybe have resulted in slower 2nd D (slower ROR drop) uncertain. ,,69.0,61.0,0,7777609e-8e8f-4f45-b1dd-9f493beed45e,112.0,72.7,691.0,0.9333333333333333
22,119.4,187.3,203.3,207.3,200,0,1412,11.716666666666667,1128.0,0,664,490,429.0,12.448979591836734,,36,2,562,[],2020-10-23 01:16:32.364,# 25 Kenya Mix 350/140,Felt like low charge temp maybe have resulted in slower 2nd D (slower ROR drop) uncertain. ,,68.0,63.0,0,7777609e-8e8f-4f45-b1dd-9f493beed45e,112.0,72.7,691.0,0.9333333333333333
23,139.2,186.7,219.2,208.7,225,0,1193,9.933333333333334,958.0,0,534,500,432.0,13.6,,38,2,562,[],2020-11-01 14:58:10.683,#27 Guat ,"Tried a combo of heat and fan with a 225 PH, but didn't get stability to avoid the crash",,43.0,100.0,4,c0ce6a21-1edf-442b-a721-b295b5c20956,108.0,80.3,534.0,0.9
24,154.9,192.2,243.3,205.9,225,0,1122,9.35,918.0,0,514,500,434.0,13.2,,38,2,562,[],2020-11-01 15:40:08.378,#28 Guat 245PH no crash,,,54.0,72.0,5,c0ce6a21-1edf-442b-a721-b295b5c20956,118.0,89.1,514.0,0.9833333333333333
25,150.1,189.7,194.7,203.3,245,0,1224,10.15,1012.0,0,496,500,435.0,13.0,,40,2,562,[],2020-11-05 15:36:04.923,#29 Genji Challa DP - Good,,,70.0,34.0,5,9e7d2b7e-1f51-4baf-bc3c-5b061d91acd8,103.0,89.5,496.0,0.8583333333333333
26,148.0,186.4,245.9,204.6,245,0,1051,8.75,854.0,0,476,500,437.0,12.6,,41,2,562,[],2020-11-05 18:16:28.923,#30 Burrundi ,,,30.0,34.0,4,e22c4d21-3ef1-4ff6-81ef-a6127c941c52,113.0,90.7,475.0,0.9416666666666667
27,149.9,186.1,245.7,202.8,245,0,1007,8.383333333333333,828.0,0,454,500,432.0,13.6,,41,2,562,[],2020-11-05 18:31:06.847,#31 Ethiopia Lima Musu washed and crashed,Really fast due to high temps after intital ROR drop. ,,70.0,34.0,3,ee917c80-02a3-43d0-b91c-380b2ac6761b,112.0,92.4,451.0,0.9333333333333333
28,149.9,182.3,230.4,205.5,245,0,1183,9.816666666666666,876.0,0,492,497,429.0,13.682092555331993,,44,2,562,[],2020-12-15 23:48:10.892,#32 PNG / Guat for Tara,"Cupping: Much flatter and more empty than expected. Not much sweetness or rich/chocolate typical Guat flavor

Roast: Curve looked like a good roast given first at low temps (30 F in Pittsburgh adding a few to the garage, maybe 8), my water isn't frozen
waited a bit longer than a previous guat to drop temp because ambient escape.  245 PH",,38.0,60.0,4,e909f88b-4e94-4791-83e8-59fad3713332,114.0,90.6,489.0,0.95
29,139.2,177.9,245.4,201.5,245,0,1082,9.016666666666667,846.0,0,482,490,430.5,12.142857142857142,,44,2,558,[],2020-12-16 00:09:56.752,#33 Kenya Gakuyu-Ini AA,"Damn cold, 2nd roast. Tried to play it off #32 but had more of a crash that I would have liked and it hung at 200-201 for too long",,38.0,60.0,4,55c16e48-9b08-4b2f-93d5-8f8b089a5017,117.0,89.4,482.0,0.975
30,142.8,178.8,243.8,202.3,245,0,1256,10.466666666666667,980.0,0,570,490,428.0,12.653061224489797,,46,2,558,[],2020-12-19 22:47:53.349,#34 Kenya - Soak and watch,34 outside.  Crash at end is when I opened the garage door and kicked on the 2 fans in the garage! Also used green pad atop bullet to reduce heat loss in low temps.   YP at 165 was fine with visual change. Increased fan here. Tried power dip b4 1C.... Interesting -> 1C seemed to come early on this soaked roast. ,,42.0,78.0,4,55c16e48-9b08-4b2f-93d5-8f8b089a5017,119.0,90.0,572.0,0.9916666666666667
31,138.6,185.8,232.1,205.4,230,0,1172,9.766666666666667,904.0,0,508,400,348.6,12.849999999999996,,48,2,558,[],2020-12-21 23:03:30.107,"#35 Kenya no soak - FC stall, balls","Smaller batch size with mid-sized PH... still have post 1C problems that could be causing baked flavors. Attempted to resist turning up the fan with very cold air entering the system. 
Cooled on box fan",,42.0,85.0,3,55c16e48-9b08-4b2f-93d5-8f8b089a5017,115.0,90.9,506.0,0.9583333333333334
32,134.4,186.8,227.2,203.4,225,0,992,8.266666666666667,798.0,0,454,405,354.0,12.592592592592593,,49,2,558,[],2020-12-26 22:48:56.499,#36 Guat 400g from M.  ,"cold AF out,  garage is quite cold.  Tried to go quick and hot early, extend the mailard (althought that wasn't perfect, and keep it going thru FC... Seemed to work with hesitation to run fan at end (very cold air entering the machine).  First chew of post roast bean is a bit ashey..",,30.0,72.0,4,,105.0,84.0,454.0,0.875
33,134.2,174.0,230.2,209.3,230,0,1094,9.116666666666667,820.0,0,460,401,346.0,13.71571072319202,,49,2,558,[],2020-12-26 22:59:32.351,#37 Kenya - fast start. always stalls,"Its a bit unnerving coming into the yellowing and browing with high RORs.  An articicle recomended trying to burn thru the drying phase hot to preserve some acidity, but then extend the mailard to get fruit and sweetness... however when set up with a hot drying phase, its hard to slow down the momentum, yet not stall momentum at the end",,29.0,70.0,4,55c16e48-9b08-4b2f-93d5-8f8b089a5017,114.0,89.4,458.0,0.95
34,135.1,194.7,214.9,208.9,215,0,1285,10.7,1180.0,0,636,490,420.0,14.285714285714286,,52,2,558,[],2020-12-31 18:14:02.061,"#38 Ethiopain Yirg.   LATE and HOT (205?) FC - PH 215, ","Garage open at 4min.  Holding steady, looked like a lot of chaff from this Yirg so I upped fan a tried to hold heat thru FC.  Very supprised that audible FC wasn't until 205C..   First notes of taste are ashy with some fruit...althought nice outside bean character, smooth finish ",,42.0,76.0,4,4a557687-d410-4ad2-b504-27b518a9a7ae,114.0,78.8,638.0,0.95
35,125.0,190.4,206.1,206.6,205,0,1344,11.2,1256.0,0,690,490,421.0,14.081632653061224,,52,2,558,[],2020-12-31 18:50:12.037,#39 Ethiopian Yirg 205 PH - ,"Less Ashy, nice taste at end",,48.0,75.0,5,4a557687-d410-4ad2-b504-27b518a9a7ae,109.0,73.8,688.0,0.9083333333333333
36,142.0,196.4,236.5,209.7,235,0,1089,9.066666666666666,970.0,0,536,490,422.3,13.816326530612242,,52,2,558,[],2020-12-31 19:07:02.617,#40 Ethiopian Yirg 235PH - Fast roast 209 drop but light!,"209 drop but visibly lighter, picked out 2 grams (roast weight corrected) of light and grassy beans",,45.0,75.0,5,4a557687-d410-4ad2-b504-27b518a9a7ae,109.0,83.7,532.0,0.9083333333333333
37,147.2,197.4,235.6,209.8,235,0,1171,9.75,1056.0,0,588,490,421.0,14.081632653061224,,55,2,558,[],2021-01-06 23:49:37.201,#41 Ethiopian - 1:30 soak,,,46.0,76.0,0,4a557687-d410-4ad2-b504-27b518a9a7ae,115.0,87.1,584.0,0.9583333333333334
38,131.5,197.1,225.3,209.3,225,0,1216,10.133333333333333,1106.0,0,572,490,420.5,14.183673469387756,,55,2,558,[],2021-01-07 00:25:24.648,#42 Ethiopia - no soak 225 - PREF," adjustemnts at 170ish to attempt drop ROR instead of plateauinng around FC... Test was supposed to let roast expand in DEV time but it reached 209 at a very similar time....   Result: Low acid, medium body, med-high flavors of a fruity cup",,45.0,75.0,0,4a557687-d410-4ad2-b504-27b518a9a7ae,113.0,81.0,568.0,0.9416666666666667
39,144.4,194.9,226.6,208.0,225,0,1343,11.183333333333334,1148.0,0,568,490,418.0,14.693877551020408,,57,2,558,[],2021-01-15 00:22:06.501,#43 Ethiopia 225 42 mirror with longer dev,"pretty well behaved roast after quite closely following the last few.  Seems like a higher PH with a higher temp in the garage.   Would like to see if the low ROR at the end and a drop temp ~2 degs less than the previous roasts changes flavor
",,51.0,56.0,0,4a557687-d410-4ad2-b504-27b518a9a7ae,118.0,84.7,570.0,0.9833333333333333
40,151.6,181.7,236.3,198.5,235,0,1018,8.483333333333333,862.0,0,476,490,433.0,11.63265306122449,,58,2,558,[],2021-01-23 00:56:43.112,#44 Kenya - Rao suggestion,"Attempted temp based power % based on Rao's CRBP.. did not appropriately account for fan changes on a cold night (30F outside) .  Beans quite hard with only 11.6% WL althought i was aftraight they were going a little long
Cupping:  High acid, moderate flavor",,43.0,66.0,0,55c16e48-9b08-4b2f-93d5-8f8b089a5017,124.0,89.8,472.0,1.0333333333333334
41,141.4,186.2,239.4,202.5,240,0,1128,9.4,886.0,0,476,490,427.0,12.857142857142858,,58,2,558,[],2021-01-23 01:08:04.883,#45 Kenya Rao's with little to no fan. still crashed 40s after FC,pushed this roast a little further but it still crashed 40 sec after 1C.  the cold weather can't be helping but it does tend tto suck heat hard!,,42.0,60.0,0,55c16e48-9b08-4b2f-93d5-8f8b089a5017,113.0,86.4,476.0,0.9416666666666667
42,142.7,191.3,245.0,206.3,245,0,1045,8.7,860.0,0,448,400,341.0,14.75,,61,2,558,[],2021-01-30 16:22:51.596,#46 Sumatra,"kinda ugly beans,   looks like kenyan FC crash,  so cold outside",,41.0,65.0,0,,110.0,91.8,448.0,0.9166666666666666
43,149.9,190.8,236.2,201.6,235,0,1151,9.583333333333334,904.0,0,486,490,429.0,12.448979591836734,,61,2,558,[],2021-01-30 16:48:21.077,#47 Ethiopia mix. 40%DP 40% wash 20% Burrundi,Pretty wonky chart. temp increases in unexpeted places when I was reducing heat.. ibtsTemps flatlineed after FC althought the ROR was still 5-2... potentially related to the method of smoothing in ROR?,,38.0,65.0,0,ee917c80-02a3-43d0-b91c-380b2ac6761b,121.0,86.3,484.0,1.0083333333333333
44,163.3,187.7,242.6,204.7,240,0,1132,9.433333333333334,886.0,0,478,490,423.0,13.673469387755102,,63,2,558,[],2021-02-06 17:10:05.359,#48 Kenya - dip to fix crash,"Higher PH after quite a long warm up. Roared right into this roast in cold temps, no prob. about a 40sec dip at 180C seemed to control some of the FC spike with limited crash (but thats bean temp)   ",,37.0,41.0,0,55c16e48-9b08-4b2f-93d5-8f8b089a5017,126.0,94.1,478.0,1.05
45,141.2,188.1,236.8,205.5,235,0,1262,10.516666666666667,932.0,0,492,490,423.0,13.673469387755102,,64,2,558,[],2021-02-06 17:47:19.288,#49 Kenya playback,Large dip/spike after ROR peak due to pulling back cover off for fan rubbing. cancled playback at end to adjust power and time at FC. Interesting samem weight loss with a longer DTR,,40.0,41.0,0,55c16e48-9b08-4b2f-93d5-8f8b089a5017,117.0,86.8,492.0,0.975
46,146.6,187.6,239.2,206.1,240,0,1208,10.066666666666666,916.0,0,468,490,423.0,13.673469387755102,,65,2,558,[],2021-02-14 18:35:06.339,#50 Kenya Recipie off 48,First recipie built off #48.   I missed the first P7-P6 step in the roast and needed to do a manual adjust for P drop on DTR at the end of the roast. However pretty happy,,42.0,76.0,4,55c16e48-9b08-4b2f-93d5-8f8b089a5017,120.0,90.5,468.0,1.0
47,137.4,192.4,228.5,205.5,225,0,1358,11.316666666666666,1236.0,0,632,490,422.0,13.877551020408163,,65,2,558,[],2021-02-14 19:04:31.325,#51 Ethiopia Natural off Recipe,not well executed roast!  ,,41.0,76.0,0,4a557687-d410-4ad2-b504-27b518a9a7ae,111.0,81.4,598.0,0.925
48,157.1,205.4,236.4,208.7,235,0,1418,11.816666666666666,1260.0,0,732,660,565.5,14.318181818181818,,67,2,558,[],2021-02-27 23:55:22.289,#52 Ethiopia Bedhatu - last w 660g,"Bit of a struggle with this higher batch size.  Started wiht lower momentum than expected and gave it a bit more power, it took off on me at the end and had a hard time bringing it down. Over all, much longer of a roast than i'd like. ",,45.0,77.0,0,4a557687-d410-4ad2-b504-27b518a9a7ae,123.0,75.4,746.0,1.025
49,157.3,206.9,240.9,209.1,240,0,1495,12.45,1312.0,0,688,700,600.0,14.285714285714286,,69,2,558,[],2021-03-06 23:56:23.249,#54 Ethiopian 700,"decent roast, challenges in manageing 700g",,38.0,43.0,0,IUMrbl9pMB4QKD5QZNyW,118.0,77.7,678.0,0.9833333333333333
50,148.0,197.5,234.4,205.3,235,0,1173,9.766666666666667,1032.0,1170,602,600,524.5,12.583333333333334,,70,2,558,[],2021-03-21 16:24:34.386,#55 Ethiopia 600g,Pretty good roast following the last 700g. seems like 600 was more manageable to control,,50.0,20.0,0,IUMrbl9pMB4QKD5QZNyW,114.0,79.5,602.0,0.95
51,154.8,197.4,235.6,203.1,235,0,1201,10.0,1036.0,0,640,600,524.0,12.666666666666666,,71,2,558,[],2021-03-28 20:02:53.138,#56 Ethiopia 600 lighter,Pretty well controlled roast that I put more energy into the middle of.  Temps caught up to #55 but a little extra fan slowed the ROR near the end. Will be interesting to see if a little longer development but lower peak temp changes flabor notably.,,62.0,76.0,,IUMrbl9pMB4QKD5QZNyW,116.0,78.3,638.0,0.9666666666666667
52,150.2,200.9,235.5,207.3,235,0,1190,9.916666666666666,1040.0,0,606,600,520.0,13.333333333333334,,75,2,558,[],2021-04-03 01:31:25.078,#58 Ethiopia Halo Bariti - new batch,friday night cold snap in pittsburgh. new small 5lb batch is has some real crisp popcorn smells at 6:30 in the roast.,,51.0,42.0,,1d2e5ee1-cd9f-4826-9773-d7a19b1db6c0,114.0,81.9,604.0,0.95
53,154.5,200.4,236.8,206.8,235,0,1054,8.783333333333333,942.0,0,562,600,520.0,13.333333333333334,,76,2,562,[],2021-04-03 02:15:01.592,#59 Ethiopia Halo Bariti - 600 good PH faster,a bit faster than the last roasts with no soak and higher heat.  went into FC with a significatnly higher ROR,,64.0,58.0,,1d2e5ee1-cd9f-4826-9773-d7a19b1db6c0,121.0,85.0,564.0,1.0083333333333333
54,152.0,199.3,237.4,206.4,235,0,1146,9.55,1034.0,0,600,600,518.0,13.666666666666666,,76,2,562,[],2021-04-05 00:30:38.092,#60 Ethiopia Halo Bariti - 600 slower malliard and DTR,"used a little more fan on this one, but i'll never know i mixed it with the last ",,62.0,58.0,,1d2e5ee1-cd9f-4826-9773-d7a19b1db6c0,118.0,84.7,576.0,0.9833333333333333
55,157.0,195.3,234.8,205.9,235,0,1074,8.95,974.0,0,510,477,413.0,13.417190775681341,,76,2,562,[],2021-04-05 01:00:44.696,#61 Ethiopica Halo Bariti - 477 last,,,60.0,52.0,,1d2e5ee1-cd9f-4826-9773-d7a19b1db6c0,113.0,89.2,506.0,0.9416666666666667
56,146.0,191.5,235.7,205.6,235,0,1062,8.85,818.0,0,456,478,395.0,,,79,2,562,[],2021-04-05 01:36:46.212,#62 mixed for Sam 478,"Kenya & Burrundi, maybe more. Hot and fast dry.   (OLD beans maybe low moisture). but worked hard to drop their temp regualrly seemed to be fine.",,60.0,58.0,,,114.0,88.3,456.0,0.95
57,162.3,190.4,236.6,205.2,235,0,1073,8.9,832.0,0,426,400,,,,80,2,596,[],2021-09-18 21:16:20.122,#63 Guat from Rob- 1st Houston,,,,0.0,,,128.0,102.0,432.0,1.0666666666666667
58,159.2,198.0,231.1,203.8,235,0,1298,10.766666666666667,1138.0,0,492,500,436.0,12.8,,80,2,596,[],2021-09-18 21:43:03.668,#64 Ethiopia Refisa - 500 2nd with Rob,2nd  in houston,,29.0,54.0,,qR10Om9dg1PT7TeH1vLe,119.0,95.9,534.0,0.9916666666666667
59,158.7,199.9,223.0,205.3,220,0,1510,12.533333333333333,1302.0,0,548,500,429.0,14.2,,80,2,596,[],2021-09-18 22:37:12.306,#65 Ethiopia Refisa - 220PH ,220 PH and tried to slow it down. Dip to P2 was too low ahead of PH.,,29.6,51.0,,qR10Om9dg1PT7TeH1vLe,127.0,94.5,582.0,1.0583333333333333
60,156.5,195.4,232.6,201.5,230,0,1709,14.2,1696.0,0,646,600,520.8,13.200000000000008,,83,2,596,[],2021-09-30 18:00:25.240,#66 Ethiopia Refisa -230PH 600g - GREAT,"Exhaust fan is gap between M-H.   Stalled out and didn't really get into much of a FC. Slow cooling process as well, Lots of quakers.  I don't have high expectations
- Cupping Notes:  pretty damn good berry flavor and sweetness. Great coffee where I would say this sideways development was 'pre-bake' didn't result in baked flavors.  A bit of power at the end to push into FC and a drop at a low final BT retained the light roast notes with great development.  Not grassy or awkward. Still a little bit of nice acid and tea-like flavor.",,31.8,59.0,5,qR10Om9dg1PT7TeH1vLe,125.0,90.9,700.0,1.0416666666666667
61,163.2,193.9,241.4,199.0,240,0,1362,11.3,1246.0,0,568,600,522.9,12.850000000000003,,83,2,596,[],2021-09-30 18:22:10.470,#67 Ethiopia Refisa - 240PH 600g,stalled near FC again. Next time: Use P8-9 longer at start to get that momentum up.  Note: lower loss%,,33.6,53.0,,qR10Om9dg1PT7TeH1vLe,124.0,95.8,574.0,1.0333333333333334
62,163.3,189.6,235.1,204.1,235,0,1407,11.683333333333334,1090.0,1388,560,500,432.0,13.6,,83,2,596,[],2021-09-30 18:51:52.761,#68 Guattemala Huehue Familia Ovalle - 235PH 500g,,,34.0,51.0,,kZtpP6dhhEUFXWhI5s16,127.0,95.8,566.0,1.0583333333333333
